type,actor_name,message_type_or_count,value
LATENCY,dataShard-2,ComputeLossWithReply,1477
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,Decode,591
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2194
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,6
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Backward,864
LOAD,latent-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,856
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1427
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1371
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,469
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1169
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Backward,892
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1944
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,8
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,Decode,610
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1608
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,833
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1080
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,0
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,490
LOAD,latent-dataShard-0,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1519
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-4,Backward,744
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1816
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,9
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,Decode,645
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1117
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,905
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1327
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,456
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1317
LOAD,dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1715
LOAD,ParameterShardActor,COUNT,1
LATENCY,latent-dataShard-1,Backward,656
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-2,ParameterReceived,6
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,Decode,575
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,911
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1084
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,0
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1395
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,401
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1418
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-0,Backward,738
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1959
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,2
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,Decode,623
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1057
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,0
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1038
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1573
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1381
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,461
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1873
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,6
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Backward,711
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,Decode,521
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1249
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,Backward,963
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,0
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,1149
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1253
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Backward,673
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,495
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1898
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,6
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1013
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,0
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,Decode,889
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,745
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1286
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,432
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,895
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1988
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,6
LOAD,dataShard-3,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1651
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,Decode,1228
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1025
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,984
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,376
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1697
LOAD,ParameterShardActor,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1364
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,dataShard-2,ParameterReceived,5
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1308
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,Decode,597
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,850
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Backward,896
LOAD,latent-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1351
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1176
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,611
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1010
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,Decode,502
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2012
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,2
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Backward,836
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1401
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1406
LOAD,dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1556
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,2
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Backward,713
LOAD,latent-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1339
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,0
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,2306
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,1094
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1149
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,615
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1786
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,601
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1886
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,7
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,Decode,576
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-1,Decode,602
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Backward,695
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1183
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1410
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1089
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,473
LOAD,latent-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1277
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1969
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,7
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,Decode,745
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1581
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1264
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1810
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,535
LOAD,latent-dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Backward,743
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1982
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,5
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1629
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,952
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,Decode,743
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1088
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1156
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1242
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,367
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1543
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1282
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-0,Backward,758
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,1247
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2131
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,7
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1421
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1211
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-3,Backward,776
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1562
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,2123
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1190
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,0
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,441
LOAD,latent-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1330
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,3012
LOAD,ParameterShardActor,COUNT,1
LATENCY,latent-dataShard-2,Backward,648
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-4,ParameterReceived,7
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-1,Decode,831
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,Backward,965
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1445
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,9
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1475
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1715
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,917
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,540
LOAD,latent-dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,529
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1334
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1835
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,9
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,Decode,470
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,Decode,1290
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Backward,760
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1057
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1349
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1113
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,583
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1844
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,3
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1200
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,5
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,Decode,647
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1120
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1560
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1781
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,575
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1355
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-0,Backward,838
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,593
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2441
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,2
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-4,Backward,1077
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1060
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1472
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1019
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Backward,686
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1742
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,1640
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,467
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1085
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,2572
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,14
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1978
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,816
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Backward,729
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,511
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,Decode,2518
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1697
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,5
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,916
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,Decode,1727
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1755
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,764
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1778
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,5
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,Backward,2875
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1662
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,2841
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Backward,1071
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,2325
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,2
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1219
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1371
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,4232
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-0,Backward,690
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,369
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-3,Decode,411
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,Backward,992
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,0
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,3563
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2755
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,7
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,493
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,623
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,333
LOAD,latent-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-1,Decode,448
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1553
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,3
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,651
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,359
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,3012
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,Decode,10085
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,Decode,912
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1319
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1065
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1726
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1685
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,5414
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-3,Backward,748
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,4462
LATENCY,decoder-dataShard-0,LossResponse,1552
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1196
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1706
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,Backward,919
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Backward,644
LOAD,latent-dataShard-4,COUNT,1
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Backward,993
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Backward,969
LOAD,latent-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1544
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1086
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Backward,770
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1151
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,0
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1548
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,0
LOAD,dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1858
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,6
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1066
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,0
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,770
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,386
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1512
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,9
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,Decode,573
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,762
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,385
LOAD,latent-dataShard-4,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1237
LOAD,dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1820
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,6
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,Decode,673
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,781
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1384
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,401
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1258
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,Decode,776
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Backward,956
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,2015
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,4
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1638
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1070
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1356
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Backward,1086
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2486
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,3
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1572
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,2922
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1131
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
